period,cliente,produc,cantidad_facturas,cantidad_unidades,cantidad_productos,total_facturado,unidades_promedio_por_compra,productos_promedio_por_compra,precio_uni,depo,descripcion,precio_uni_deflactado,total_facturado_deflactado
2022-03,6488,000-999-202203403,1.0,2.0,2.0,833.88,2.0,2.0,344.58,4.0,rumba,3322.836552646727,8041.229742065857
2022-04,6488,000-999-202203403,1.0,2.0,2.0,833.88,2.0,2.0,344.58,4.0,rumba,3137.711570015795,7593.2292181924995
2022-05,6488,000-999-202206353,1.0,2.0,2.0,834.25,2.0,2.0,344.73,4.0,m plus miel,3006.7791716995725,7276.435250748029
2022-05,6488,000-999-202206370,1.0,2.0,2.0,1440.29,2.0,2.0,595.16,4.0,tab tl 7 mint,5191.061676757802,12562.393679712171
2022-06,6488,000-999-202206372,1.0,2.0,2.0,1440.29,2.0,2.0,595.16,4.0,tab tl 7 strong,4962.774069558129,12009.936596283145
2022-06,6488,000-999-202206513,1.0,2.0,2.0,890.95,2.0,2.0,368.16,4.0,merengadas,3069.9222082272345,7429.2350918623815
2022-07,6488,000-999-202208344,1.0,1.0,1.0,1116.83,1.0,1.0,923.0,4.0,turron,7260.83562467133,8785.61110585231
2022-08,6488,000-999-202208374,2.0,3.0,3.0,2351.27,1.5,1.5,647.73,4.0,tp 7 mint,4757.616649285721,17270.222622027755
2022-08,6488,000-999-202208376,1.0,1.0,1.0,783.75,1.0,1.0,647.73,4.0,tp 7 sgrong,4757.616649285721,5756.691906932957
2022-10,6488,000-999-202209321,1.0,2.0,2.0,712.81,2.0,2.0,294.55,4.0,gajitos,1909.2619788701238,4620.407506903455
2022-08,6488,000-999-202209331,1.0,1.0,1.0,1266.87,1.0,1.0,1047.0,4.0,turron arcor,7690.279332132447,9305.23799188026
2022-09,6488,000-999-202209341,1.0,1.0,1.0,847.46,1.0,1.0,700.38,4.0,tab 7 tl mint,4821.306592620074,5833.782353839071
2022-09,6488,000-999-202209343,1.0,1.0,1.0,847.46,1.0,1.0,700.38,4.0,tab 7 tl strong,4821.306592620074,5833.782353839071
2024-02,6488,000-999-202402186,1.0,1.0,1.0,4996.39,1.0,1.0,4129.25,4.0,turron arcor,5220.809276305999,6317.17606346008
2024-03,6488,000-999-202402186,1.0,1.0,1.0,4996.39,1.0,1.0,4129.25,4.0,turron arcor,4724.7142772,5716.901414896
2024-03,6488,000-999-202403007,1.0,4.0,4.0,8561.72,4.0,4.0,1768.95,4.0,cubeti arcor,2024.04391128,9796.374819007999
2024-04,6488,000-999-202403310,1.0,2.0,2.0,5761.3,2.0,2.0,2380.7,4.0,mogul 500g moras,2569.8228079999994,6218.977671999999
2024-04,6488,000-999-202403311,1.0,2.0,2.0,5761.29,2.0,2.0,2380.7,4.0,mogul 500g dientes,2569.8228079999994,6218.966877599999
2024-03,6488,000-999-202403373,1.0,2.0,2.0,4681.25,2.0,2.0,1934.4,4.0,rollo,2213.35286016,5356.31621
2024-04,6488,000-999-202403427,1.0,3.0,3.0,11806.58,3.0,3.0,3252.5,4.0,chocolinas 250g,3510.8785999999996,12744.494715199999
2024-03,6488,000-999-202403433,1.0,4.0,4.0,5434.06,4.0,4.0,1122.74,4.0,kesitas 125g,1284.6462935359998,6217.6862299839995
2024-04,6488,000-999-202403433,1.0,4.0,4.0,5434.06,4.0,4.0,1122.74,4.0,kesitas 125g,1211.9304656,5865.7417264
2024-04,6488,000-999-202403434,1.0,4.0,4.0,5434.07,4.0,4.0,1122.74,4.0,rex 125g,1211.9304656,5865.752520799999
2022-11,6488,000-999-202403445,1.0,1.0,1.0,6395.19,1.0,1.0,5285.28,4.0,surt diversion,33100.468992437294,40051.57499616766
2024-04,6488,000-999-202403582,2.0,6.0,6.0,49375.18,3.0,3.0,6800.99,4.0,surt bagley,7341.2606455999985,53297.544299199995
2024-05,6488,000-999-ag1104,1.0,2.0,2.0,1058.07,2.0,2.0,437.22,4.0,bol cremino surt 90g,450.33660000000003,1089.8120999999999
2022-09,6488,000-999-ag2624,1.0,5.0,5.0,483.88,5.0,5.0,79.9799,4.0,bol mog moras 70g,550.5691469589284,3330.954387670981
2022-10,6488,000-999-ag2624,3.0,30.0,30.0,2903.29,10.0,10.0,79.9799,4.0,bol mog moras 70g,518.4266920517216,18819.01616239634
2022-10,6488,000-999-ag3081,1.0,10.0,10.0,967.77,10.0,10.0,79.9805,4.0,bol mog jelly 90g,518.4305812290679,6273.04860054707
2022-10,6488,000-999-ag3092,1.0,10.0,10.0,967.77,10.0,10.0,79.9808,4.0,bol mog eucalipto 90g,518.432525817741,6273.04860054707
2022-10,6488,000-999-ag3113,1.0,10.0,10.0,967.71,10.0,10.0,79.9764,4.0,bol mog conitos 90g,518.4040051838688,6272.659682812451
2023-01,6492,000-000-1009,1.0,24.0,24.0,1948.87,24.0,24.0,67.11,1.0,rocklets x 20 grs,375.86808532511446,10915.184554426402
2022-06,6492,000-000-10170,1.0,4.0,4.0,445.27,4.0,4.0,99.997,1.0,chocolinas x 170 grs,833.8304298568522,3712.9081422678737
2022-07,6492,000-000-10170,1.0,6.0,6.0,667.9,6.0,6.0,99.997,1.0,chocolinas x 170 grs,786.6324809970304,5254.075962858051
2022-08,6492,000-000-10170,1.0,6.0,6.0,793.53,6.0,6.0,118.8059,1.0,chocolinas x 170 grs,872.6366354397271,5828.526607857747
2022-09,6492,000-000-10170,1.0,2.0,2.0,264.51,2.0,2.0,109.3,1.0,chocolinas x 170 grs,752.4041385724523,1820.8455507209455
2022-09,6492,000-000-10172,1.0,2.0,2.0,252.91,2.0,2.0,104.51,1.0,coquitas x 170 grs,719.4305262781976,1740.9929614488465
2023-01,6492,000-000-10340,1.0,6.0,6.0,2114.92,6.0,6.0,291.3109,1.0,cofler aireado leche x 55 grs,1631.5671318333466,11845.193428934452
2022-10,6492,000-000-10540,1.0,6.0,6.0,284.88,6.0,6.0,39.24,1.0,beb arcor naranja x 200 ml,254.35219844122784,1846.5814039739291
2022-11,6492,000-000-10673,1.0,532.0,2.0,1248.94,532.0,2.0,516.09,1.0,masticable frutal x 880 grs,3232.150622541656,7821.818284634804
2022-10,6492,000-000-11124,1.0,3.0,3.0,1417.65,3.0,3.0,390.535,1.0,h citos bon o bon 12 x 200 cc,2531.433124827852,9189.15377472494
2022-09,6492,000-000-11190,1.0,12.0,1.0,534.29,12.0,1.0,441.56,1.0,mogul colmillos hw x 12 uds,3039.630113705874,3677.9689588094743
2024-03,6492,000-000-11257,1.0,2.0,2.0,7e-08,2.0,2.0,3e-08,1.0,h gelato aguila granizado 6 x 450 cc,3.4326191999999994e-08,8.0094448e-08
2023-01,6492,000-000-11283,1.0,24.0,24.0,8383.56,24.0,24.0,288.69,1.0,cofler block x 110 grs,1616.8880577038785,46954.44263758331
2022-10,6492,000-000-11287,1.0,48.0,2.0,329.97,48.0,2.0,136.35,1.0,mogul ositos x 80 grs,883.8155519230737,2138.8530815405697
2022-09,6492,000-000-11328,1.0,256.0,1.0,2880.91,256.0,1.0,2380.9167,1.0,h cofler block x 16 uds,16389.858908291546,19831.734737920982
2023-01,6492,000-000-11586,1.0,6.0,6.0,2114.92,6.0,6.0,291.3109,1.0,cofler aireado bon o bon x 67 grs,1631.5671318333466,11845.193428934452
2022-01,6492,000-000-11646,1.0,12.0,1.0,331.45,12.0,1.0,273.9203,1.0,mogul rollo extreme x 12 uds,3044.012144870844,3683.3262281672487
2022-02,6492,000-000-11646,2.0,24.0,2.0,662.88,12.0,1.0,273.9203,1.0,mogul rollo extreme x 12 uds,2831.639204531018,6852.493210249555
2022-03,6492,000-000-11646,1.0,12.0,1.0,331.44,12.0,1.0,273.9203,1.0,mogul rollo extreme x 12 uds,2641.454481838636,3196.125564482069
2022-04,6492,000-000-11646,2.0,24.0,2.0,729.17,12.0,1.0,301.3127,1.0,mogul rollo extreme x 12 uds,2743.7237941340136,6639.750262663002
2022-05,6492,000-000-11646,2.0,24.0,2.0,729.18,12.0,1.0,301.3127,1.0,mogul rollo extreme x 12 uds,2628.0879254157217,6360.001265975963
2022-06,6492,000-000-11646,3.0,36.0,3.0,1257.82,12.0,1.0,346.5093,1.0,mogul rollo extreme x 12 uds,2889.386667283988,10488.400564842404
2022-07,6492,000-000-11646,2.0,24.0,2.0,901.45,12.0,1.0,372.4975,1.0,mogul rollo extreme x 12 uds,2930.2742341289368,7091.311239284909
2022-08,6492,000-000-11646,3.0,36.0,3.0,1523.64,12.0,1.0,419.73769999999996,1.0,mogul rollo extreme x 12 uds,3082.999196969254,11191.229418920995
2022-09,6492,000-000-11646,2.0,48.0,4.0,2082.9700000000003,24.0,2.0,430.3637,1.0,mogul rollo extreme x 12 uds,2962.556532217322,14338.840334146946
2022-10,6492,000-000-11646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul rollo extreme x 12 uds,0.0,0.0
2022-11,6492,000-000-11646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul rollo extreme x 12 uds,0.0,0.0
2022-12,6492,000-000-11646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul rollo extreme x 12 uds,0.0,0.0
2023-01,6492,000-000-11646,1.0,12.0,1.0,675.32,12.0,1.0,558.1111,1.0,mogul rollo extreme x 12 uds,3125.8553204543805,3782.316128472006
2023-02,6492,000-000-11646,1.0,24.0,2.0,1404.65,24.0,2.0,580.4354,1.0,mogul rollo extreme x 12 uds,2960.7365453194852,7164.963729612314
2023-03,6492,000-000-11646,2.0,24.0,2.0,1507.59,12.0,1.0,622.9699,1.0,mogul rollo extreme x 12 uds,2907.319586790177,7035.726663276992
2023-04,6492,000-000-11646,2.0,24.0,2.0,1695.44,12.0,1.0,700.59535,1.0,mogul rollo extreme x 12 uds,2969.652567492519,7186.556046981353
2023-05,6492,000-000-11646,2.0,24.0,2.0,1822.38,12.0,1.0,753.0498,1.0,mogul rollo extreme x 12 uds,3017.0077211601692,7301.156617912746
2023-06,6492,000-000-11646,2.0,24.0,2.0,1948.94,12.0,1.0,805.3525,1.0,mogul rollo extreme x 12 uds,3099.4740582229692,7500.676996759897
2023-07,6492,000-000-11646,2.0,24.0,2.0,2065.88,12.0,1.0,853.674,1.0,mogul rollo extreme x 12 uds,3105.3344505897217,7514.869065690526
2023-08,6492,000-000-11646,3.0,36.0,3.0,3449.01,12.0,1.0,950.1390666666666,1.0,mogul rollo extreme x 12 uds,2989.8243051217305,10853.078552789993
2023-09,6492,000-000-11646,2.0,24.0,2.0,2606.78,12.0,1.0,1077.1779000000001,1.0,mogul rollo extreme x 12 uds,2965.5120769219693,7176.565330460874
2023-10,6492,000-000-11646,3.0,36.0,3.0,4248.62,12.0,1.0,1170.4189333333334,1.0,mogul rollo extreme x 12 uds,2991.836785713702,10860.36567121973
2023-11,6492,000-000-11646,1.0,12.0,1.0,1535.77,12.0,1.0,1269.2329,1.0,mogul rollo extreme x 12 uds,2804.171177771186,3393.043128401143
2023-12,6492,000-000-11646,2.0,24.0,2.0,4128.16,12.0,1.0,1705.84945,1.0,mogul rollo extreme x 12 uds,2905.787986310338,7032.014304408215
2024-01,6492,000-000-11646,3.0,36.0,3.0,8669.119999999999,12.0,1.0,2388.1895333333337,1.0,mogul rollo extreme x 12 uds,3378.8236690534086,12265.118591731098
2024-02,6492,000-000-11646,1.0,12.0,1.0,2889.7,12.0,1.0,2388.1893,1.0,mogul rollo extreme x 12 uds,3019.502537026029,3653.5866236583993
2024-03,6492,000-000-11646,2.0,36.0,3.0,7570.95,18.0,1.5,2161.29465,1.0,mogul rollo extreme x 12 uds,2472.96717081576,8662.72944408
2024-04,6492,000-000-11646,3.0,36.0,3.0,7021.86,12.0,1.0,1934.4000000000003,1.0,mogul rollo extreme x 12 uds,2088.068736,7579.676558399999
2024-05,6492,000-000-11646,1.0,12.0,1.0,2915.06,12.0,1.0,2409.1379,1.0,mogul rollo extreme x 12 uds,2481.412037,3002.5117999999998
2022-05,6492,000-000-11761,1.0,1024.0,1.0,723.11,1024.0,1.0,597.61,1.0,h didon cereza tutti x 32 uds,5212.43089026015,6307.057949257905
2022-07,6492,000-000-11829,1.0,67.0,1.0,332.21,67.0,1.0,274.5475,1.0,relleno miel mta x 335 grs,2159.744603103415,2613.350165625203
2022-08,6492,000-000-11829,1.0,67.0,1.0,332.2,67.0,1.0,274.5475,1.0,relleno miel mta x 335 grs,2016.5682568659342,2440.0294117807057
2023-01,6492,000-000-11842,1.0,180.0,1.0,1015.93,180.0,1.0,839.61,1.0,butter n cream x 810 grs,4702.467637011166,5689.996482258136
2023-05,6492,000-000-11860,1.0,180.0,1.0,1524.01,180.0,1.0,1259.5149,1.0,mix cristales x 810 grs,5046.1021013700265,6105.771407316368
2023-01,6492,000-000-11883,1.0,137.0,1.0,839.34,137.0,1.0,693.67,1.0,butter toffees choc bco x 822 grs,3885.09037024992,4700.955427459121
2023-01,6492,000-000-11912,1.0,17.0,1.0,746.19,17.0,1.0,616.69,1.0,bon o bon surt x 17 uds,3453.942624633361,4179.243132003385
2023-02,6492,000-000-11913,1.0,30.0,1.0,2929.54,30.0,1.0,2421.1061,1.0,bon o bon leche x 30 uds,12349.79346601867,14943.258352221876
2024-04,6492,000-000-12110,1.0,83.0,1.0,3400.67,83.0,1.0,2810.47,1.0,mogul sandias x 500 grs,3033.7337367999994,3670.8192247999996
2022-09,6492,000-000-12178,1.0,100.0,1.0,588.39,100.0,1.0,486.2667,1.0,mog rata n rock hw x 500 grs,3347.3840579137154,4050.3849139491786
2024-03,6492,000-000-12186,1.0,4.0,4.0,6116.45000007,2.0,2.0,1263.730000015,1.0,h postre tofi 6u x 637,1445.967953889163,6998.481235360094
2024-03,6492,000-000-12188,1.0,4.0,4.0,6118.87000007,2.0,2.0,1264.230000015,1.0,h postre almendrado x 675 grs,1446.5400570891632,7001.2502148480935
2024-03,6492,000-000-12190,1.0,4.0,4.0,6116.45000007,2.0,2.0,1263.730000015,1.0,h postre bon o bon x 637 grs,1445.967953889163,6998.481235360094
2024-02,6492,000-000-12710,1.0,30.0,1.0,11831.36,30.0,1.0,9777.98,1.0,h mogul extreme san 30,12362.770161054557,14958.957205137918
2022-03,6492,000-000-12737,1.0,137.0,1.0,554.34,137.0,1.0,458.1304,1.0,butter toffees coco x 822 grs,4417.820067904888,5345.583651384836
2022-11,6492,000-000-12802,1.0,5.0,5.0,445.18,5.0,5.0,81.7607,1.0,chocolinas x 100 grs,512.0480873577119,2788.0579242827694
2022-04,6492,000-000-12835,1.0,50.0,1.0,264.51,50.0,1.0,218.6009,1.0,poosh tutti x 50 uds,1990.5582829701837,2408.602029673452
2023-01,6492,000-000-12962,1.0,1.0,1.0,101.58,1.0,1.0,93.2726,1.0,snack saladix cross orig x 27 grs,522.3989506078866,568.9268381362707
2022-03,6492,000-000-13004,1.0,45.0,1.0,215.28,45.0,1.0,177.9232,1.0,poosh frutis x 45 uds,1715.740067687835,2075.9772855470064
2022-02,6492,000-000-13012,1.0,10.0,1.0,477.46,10.0,1.0,394.5909,1.0,mogul frutales x 50 grs,4079.0662911481127,4935.722013284082
2022-03,6492,000-000-13012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul frutales x 50 grs,0.0,0.0
2022-04,6492,000-000-13012,3.0,30.0,3.0,1575.6000000000001,10.0,1.0,434.0504,1.0,mogul frutales x 50 grs,3952.4202276684196,14347.25854581487
2022-05,6492,000-000-13012,1.0,10.0,1.0,525.2,10.0,1.0,434.0504,1.0,mogul frutales x 50 grs,3785.8431299505933,4580.8616046663055
2022-06,6492,000-000-13012,2.0,20.0,2.0,1155.45,10.0,1.0,477.4551,1.0,mogul frutales x 50 grs,3981.2853512640017,9634.782745263357
2022-07,6492,000-000-13012,1.0,10.0,1.0,577.72,10.0,1.0,477.4551,1.0,mogul frutales x 50 grs,3755.929576664152,4544.669509301323
2022-08,6492,000-000-13012,2.0,20.0,2.0,1328.74,10.0,1.0,549.0725,1.0,mogul frutales x 50 grs,4032.9712498493727,9759.676943436169
2022-09,6492,000-000-13012,1.0,10.0,1.0,717.53,10.0,1.0,592.998,1.0,mogul frutales x 50 grs,4082.10566665313,4939.364515552532
2022-10,6492,000-000-13012,1.0,10.0,1.0,789.28,10.0,1.0,652.2973,1.0,mogul frutales x 50 grs,4228.166470241516,5116.0831596761545
2022-11,6492,000-000-13012,1.0,10.0,1.0,820.85,10.0,1.0,678.3887,1.0,mogul frutales x 50 grs,4248.589313937927,5140.7910219405885
2022-12,6492,000-000-13012,1.0,10.0,1.0,820.85,10.0,1.0,678.3887,1.0,mogul frutales x 50 grs,4057.869449797446,4910.020078262261
2023-01,6492,000-000-13012,2.0,20.0,2.0,1861.02,10.0,1.0,769.0216,1.0,mogul frutales x 50 grs,4307.1178120348095,10423.15637239971
2023-02,6492,000-000-13012,1.0,10.0,1.0,1006.43,10.0,1.0,831.7739,1.0,mogul frutales x 50 grs,4242.786334487722,5133.687713233702
2023-03,6492,000-000-13012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul frutales x 50 grs,0.0,0.0
2023-04,6492,000-000-13012,1.0,10.0,1.0,1205.75,10.0,1.0,996.4852,1.0,mogul frutales x 50 grs,4223.857370232755,5110.879744283351
2023-05,6492,000-000-13012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul frutales x 50 grs,0.0,0.0
2023-06,6492,000-000-13012,1.0,10.0,1.0,1342.74,10.0,1.0,1109.6966,1.0,mogul frutales x 50 grs,4270.770655331959,5167.6598718428395
2023-07,6492,000-000-13012,1.0,10.0,1.0,1423.3,10.0,1.0,1176.2788,1.0,mogul frutales x 50 grs,4278.845415390813,5177.412599568865
2023-08,6492,000-000-13012,1.0,10.0,1.0,1494.46,10.0,1.0,1235.0927,1.0,mogul frutales x 50 grs,3886.4944123320847,4702.651419973422
2023-09,6492,000-000-13012,2.0,20.0,2.0,3506.34,10.0,1.0,1448.9032000000002,1.0,mogul frutales x 50 grs,3988.886086403079,9653.088515643123
2023-10,6492,000-000-13012,1.0,10.0,1.0,2015.37,10.0,1.0,1665.5986,1.0,mogul frutales x 50 grs,4257.620087810076,5151.70929920918
2023-11,6492,000-000-13012,1.0,10.0,1.0,2116.14,10.0,1.0,1748.8789,1.0,mogul frutales x 50 grs,3863.873844423806,4675.279687540969
2023-12,6492,000-000-13012,1.0,10.0,1.0,3318.11,10.0,1.0,2742.24,1.0,mogul frutales x 50 grs,4671.202401583365,5652.154224545547
2024-01,6492,000-000-13012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul frutales x 50 grs,0.0,0.0
2024-02,6492,000-000-13012,1.0,10.0,1.0,4313.53,10.0,1.0,3564.9144,1.0,mogul frutales x 50 grs,4507.292648485036,5453.803339014159
2024-03,6492,000-000-13012,1.0,10.0,1.0,4313.54,10.0,1.0,3564.9144,1.0,mogul frutales x 50 grs,4078.99787193216,4935.580074656
2024-04,6492,000-000-13012,1.0,10.0,1.0,3688.08,10.0,1.0,3048.0,1.0,mogul frutales x 50 grs,3290.1331199999995,3981.0610751999993
2024-05,6492,000-000-13012,1.0,10.0,1.0,4351.39,10.0,1.0,3596.186,1.0,mogul frutales x 50 grs,3704.0715800000003,4481.9317
2022-01,6492,000-000-13025,1.0,10.0,1.0,477.45,10.0,1.0,394.5909,1.0,mogul tutti frutti x 50 grs,4384.996262984221,5305.790036622275
2022-02,6492,000-000-13025,1.0,10.0,1.0,477.45,10.0,1.0,394.5909,1.0,mogul tutti frutti x 50 grs,4079.0662911481127,4935.618638718395
2022-03,6492,000-000-13025,2.0,20.0,2.0,1050.4,10.0,1.0,434.0504,1.0,mogul tutti frutti x 50 grs,4185.613021100857,10129.164533345298
2022-04,6492,000-000-13025,2.0,20.0,2.0,1050.4,10.0,1.0,434.0504,1.0,mogul tutti frutti x 50 grs,3952.4202276684196,9564.839030543246
2022-05,6492,000-000-13025,1.0,10.0,1.0,577.73,10.0,1.0,477.4551,1.0,mogul tutti frutti x 50 grs,4164.424477422146,5039.034986412537
2022-06,6492,000-000-13025,2.0,20.0,2.0,1155.45,10.0,1.0,477.4551,1.0,mogul tutti frutti x 50 grs,3981.2853512640017,9634.782745263357
2022-07,6492,000-000-13025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul tutti frutti x 50 grs,0.0,0.0
2022-08,6492,000-000-13025,3.0,30.0,3.0,2046.27,10.0,1.0,563.7143333333333,1.0,mogul tutti frutti x 50 grs,4140.516415339212,15029.978881530718
2022-09,6492,000-000-13025,1.0,10.0,1.0,717.53,10.0,1.0,592.998,1.0,mogul tutti frutti x 50 grs,4082.10566665313,4939.364515552532
2022-10,6492,000-000-13025,1.0,10.0,1.0,789.29,10.0,1.0,652.2973,1.0,mogul tutti frutti x 50 grs,4228.166470241516,5116.147979298591
2022-11,6492,000-000-13025,2.0,20.0,2.0,1610.13,10.0,1.0,665.343,1.0,mogul tutti frutti x 50 grs,4166.887154670179,10083.866538535907
2022-12,6492,000-000-13025,1.0,10.0,1.0,820.85,10.0,1.0,678.3887,1.0,mogul tutti frutti x 50 grs,4057.869449797446,4910.020078262261
2023-01,6492,000-000-13025,2.0,20.0,2.0,1861.04,10.0,1.0,769.0216,1.0,mogul tutti frutti x 50 grs,4307.1178120348095,10423.268387922082
2023-02,6492,000-000-13025,1.0,20.0,2.0,1935.48,20.0,2.0,799.7827,1.0,mogul tutti frutti x 50 grs,4079.6027744074368,9872.668635880853
2023-03,6492,000-000-13025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul tutti frutti x 50 grs,0.0,0.0
2023-04,6492,000-000-13025,1.0,10.0,1.0,1205.75,10.0,1.0,996.4852,1.0,mogul tutti frutti x 50 grs,4223.857370232755,5110.879744283351
2023-05,6492,000-000-13025,1.0,10.0,1.0,1266.72,10.0,1.0,1046.88,1.0,mogul tutti frutti x 50 grs,4194.20474333591,5074.96850878655
2023-06,6492,000-000-13025,1.0,10.0,1.0,1342.74,10.0,1.0,1109.6966,1.0,mogul tutti frutti x 50 grs,4270.770655331959,5167.6598718428395
2023-07,6492,000-000-13025,2.0,20.0,2.0,2846.6,10.0,1.0,1176.2788,1.0,mogul tutti frutti x 50 grs,4278.845415390813,10354.82519913773
2023-08,6492,000-000-13025,1.0,10.0,1.0,1494.46,10.0,1.0,1235.0927,1.0,mogul tutti frutti x 50 grs,3886.4944123320847,4702.651419973422
2023-09,6492,000-000-13025,1.0,10.0,1.0,1710.41,10.0,1.0,1413.564,1.0,mogul tutti frutti x 50 grs,3891.595913267554,4708.824337640147
2023-10,6492,000-000-13025,1.0,10.0,1.0,2015.38,10.0,1.0,1665.5986,1.0,mogul tutti frutti x 50 grs,4257.620087810076,5151.734861310925
2023-11,6492,000-000-13025,1.0,10.0,1.0,2116.14,10.0,1.0,1748.8789,1.0,mogul tutti frutti x 50 grs,3863.873844423806,4675.279687540969
2023-12,6492,000-000-13025,1.0,10.0,1.0,3318.11,10.0,1.0,2742.24,1.0,mogul tutti frutti x 50 grs,4671.202401583365,5652.154224545547
2024-01,6492,000-000-13025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mogul tutti frutti x 50 grs,0.0,0.0
2024-02,6492,000-000-13025,1.0,10.0,1.0,4313.54,10.0,1.0,3564.91,1.0,mogul tutti frutti x 50 grs,4507.28708535352,5453.815982494879
2024-03,6492,000-000-13025,1.0,10.0,1.0,3688.08,10.0,1.0,3048.0,1.0,mogul tutti frutti x 50 grs,3487.5411071999997,4219.924739712
2024-04,6492,000-000-13025,1.0,10.0,1.0,4313.54,10.0,1.0,3564.91,1.0,mogul tutti frutti x 50 grs,3848.106450399999,4656.207617599999
2024-05,6492,000-000-13025,1.0,10.0,1.0,4351.39,10.0,1.0,3596.186,1.0,mogul tutti frutti x 50 grs,3704.0715800000003,4481.9317
2022-05,6492,000-000-13057,1.0,12.0,1.0,628.85,12.0,1.0,519.7052,1.0,mentho plus 2 creamix berries x 12 uds,4532.93525595092,5484.910167734969
2022-06,6492,000-000-13057,2.0,24.0,2.0,1141.46,12.0,1.0,471.68,1.0,mentho plus 2 creamix berries x 12 uds,3933.1293654297638,9518.12636843508
2023-01,6492,000-000-13067,1.0,18.0,1.0,3527.9,18.0,1.0,2915.6228,1.0,cono arcor ame ddl18,16329.750549340622,19758.97806911744
2022-10,6492,000-000-13073,1.0,20.0,1.0,2743.95,20.0,1.0,2267.73,1.0,hel arcor dulce d leche,14699.340238815637,17786.180298491516
2022-02,6492,000-000-13080,1.0,20.0,1.0,1401.68,20.0,1.0,1158.4071,1.0,h arcor cookies 20 x 80 cc,11974.983085105716,14489.806123193635
2022-02,6492,000-000-13110,1.0,210.0,1.0,621.3,210.0,1.0,513.4677,1.0,caramelo bc surtido x 420 grs,5307.950048172303,6422.661766123655
2022-07,6492,000-000-13117,1.0,900.0,1.0,1515.31,900.0,1.0,1252.32,1.0,h carita sapito 30 uds x 86 cc,9851.451429564897,11920.278256143783
2023-09,6492,000-000-13163,1.0,18.0,1.0,1198.99,18.0,1.0,990.9,1.0,jg pv arcor manzana x 18 uds,2727.9857087877303,3300.8654606715113
2024-05,6492,000-000-13242,1.0,6.0,6.0,5530.95,6.0,6.0,761.8388,1.0,choclo grano arcor x 300,784.6939639999999,5696.8785
2022-12,6492,000-000-13411,1.0,24.0,3.0,462.69,24.0,3.0,127.4644,1.0,mogul tubito extreme x 70 grs,762.444738093016,2767.6398733156675
2023-05,6492,000-000-13419,1.0,23.0,1.0,272.56,23.0,1.0,225.2569,1.0,bolsa butter toffees chocolate x 140 grs,902.465954502085,1091.9804035263217
2023-01,6492,000-000-13464,1.0,2.0,2.0,590.53,2.0,2.0,244.0222,1.0,choc arcor leche mani x 95 grs,1366.7137101895714,3307.426321368497
2023-01,6492,000-000-13466,1.0,2.0,2.0,590.53,2.0,2.0,244.0222,1.0,choc arcor marmolado x 95 grs,1366.7137101895714,3307.426321368497
2022-05,6492,000-000-13522,1.0,20.0,20.0,1201.82,20.0,20.0,49.6621,1.0,barra nat b alm mani semillas x 20 uds,433.1591909693422,10482.427825057232
2024-03,6492,000-000-13525,1.0,2.0,2.0,3679.95,2.0,2.0,1520.64,1.0,h gelato aguila choc amargo x 250,1739.926020096,4210.622341679999
2022-04,6492,000-000-13527,1.0,18.0,1.0,2348.93,18.0,1.0,1941.2568,1.0,kopa choco americana 18 x 150 cc,17676.89338247095,21389.12542270939
2023-03,6492,000-000-13528,1.0,18.0,1.0,3726.12,18.0,1.0,3079.44,1.0,kopa ddl americana 18 x 150 cc,14371.346397867925,17389.317940931996
2024-03,6492,000-000-13534,1.0,2.0,2.0,7e-08,2.0,2.0,3e-08,1.0,h gelato cofler block x 250,3.4326191999999994e-08,8.0094448e-08
2022-10,6492,000-000-13541,1.0,3.0,3.0,1417.65,3.0,3.0,390.535,1.0,h bomboncitos block x 18 uds,2531.433124827852,9189.15377472494
2022-10,6492,000-000-13587,1.0,3.0,3.0,1417.65,3.0,3.0,390.535,1.0,h cofler citos x 18 uds,2531.433124827852,9189.15377472494
2023-01,6492,000-000-13783,1.0,3.0,3.0,505.27,3.0,3.0,154.6585,1.0,mana vainilla x 136 grs,866.2076333520223,2829.9041494892053
2022-06,6492,000-000-13785,1.0,50.0,1.0,441.88,50.0,1.0,365.1853,1.0,mr pops yogus x 50 uds,3045.117510289344,3684.6404426647387
2024-02,6492,000-000-13853,1.0,50.0,50.0,4163.66,50.0,50.0,68.8208,1.0,turron vitamina x 50 uds,87.0134457934976,5264.3154934635195
2023-09,6492,000-000-13854,1.0,20.0,1.0,792.61,20.0,1.0,655.0544,1.0,topline 7 turbo mint conf x 50 grs,1803.3898896745598,2182.0857328108214
